ID_Cliente,Nombre,Apellido,Edad,genero,pais,ingresos_anuales,fecha_registro
1789,Felicia,Méndez,57,Hombre,España,30307,2021-06-26
1790,Ramiro,Goicoechea,19,Hombre,España,33742,2024-10-09
1791,Cándido,Barón,62,Mujer,España,71742,2023-05-14
1792,Imelda,Novoa,42,Hombre,España,58792,2025-07-21
1793,Joaquín,Pi,56,Mujer,España,30765,2021-01-06
1794,Adriana,Pizarro,26,Hombre,España,71732,2021-12-14
1795,Amador,Rueda,71,Hombre,España,54198,2023-02-10
1796,Estefanía,Guijarro,39,Mujer,España,37735,2023-09-30
1797,Soledad,Godoy,60,Hombre,España,46202,2023-11-13
1798,Chelo,Jove,63,Mujer,España,77199,2025-10-13
1799,Nacio,Carlos,21,Mujer,España,41377,2025-05-28
1800,Yolanda,Manso,43,Mujer,España,76042,2023-10-18
1801,Emilia,Bonilla,75,Hombre,España,44297,2021-10-06
1802,Ismael,Cantón,46,Hombre,España,38036,2024-01-24
1803,Flora,Borrell,62,Hombre,España,70364,2021-02-16
1804,Bernardino,Nieto,51,Mujer,España,79691,2021-12-06
1805,Fabiola,Fabra,40,Mujer,España,54369,2021-09-17
1806,Palmira,Carmona,54,Hombre,España,64817,2021-09-19
1807,Abril,Pedro,28,Hombre,España,67443,2025-09-14
1808,Virginia,Castejón,23,Mujer,España,31663,2021-10-02
1809,Juanita,Millán,35,Hombre,España,69244,2023-07-14
1810,Marciano,Pinto,38,Mujer,España,42028,2025-05-19
1811,Florencia,Abellán,59,Hombre,España,49823,2025-10-04
1812,Sebastian,Mercader,53,Mujer,España,45077,2021-08-02
1813,Demetrio,Barrio,58,Hombre,España,69911,2022-04-07
1814,Enrique,Falcó,55,Hombre,España,49631,2024-06-20
1815,Artemio,Pons,51,Mujer,España,31910,2025-05-30
1816,Anselmo,Roda,34,Mujer,España,63500,2024-04-03
1817,Marco,Montenegro,54,Mujer,España,49897,2023-03-30
1818,América,Patiño,42,Hombre,España,67377,2025-05-15
1819,David,Cases,55,Mujer,España,41134,2024-05-01
1820,Cleto,Vizcaíno,75,Mujer,España,67224,2022-12-26
1821,Joel,Girona,29,Hombre,España,56897,2024-11-20
1822,Susana,Campillo,40,Mujer,España,77280,2025-07-17
1823,Brígida,Prats,70,Mujer,España,66103,2024-06-14
1824,Elpidio,Agullo,59,Mujer,España,78313,2025-03-07
1825,Román,Serna,39,Hombre,España,75582,2024-05-24
1826,Wilfredo,Molina,38,Hombre,España,37056,2021-11-22
1827,Raimundo,Coca,44,Hombre,España,58950,2022-08-19
1828,Herminia,Martin,74,Mujer,España,32753,2024-10-03
1829,Manuelita,Gilabert,48,Hombre,España,61941,2024-01-15
1830,Josefina,Valero,23,Mujer,España,64140,2021-04-24
1831,Calixta,Sarmiento,44,Mujer,España,44234,2020-11-23
1832,Simón,Colom,57,Mujer,España,39636,2025-01-25
1833,Diana,Luque,51,Hombre,España,33376,2025-04-13
1834,Manuelita,Coello,29,Hombre,España,60783,2023-02-07
1835,Lucía,Aramburu,62,Mujer,España,71249,2023-06-20
1836,Fabián,Montero,74,Mujer,España,73025,2024-09-10
1837,Sonia,Mendizábal,70,Hombre,España,46447,2023-01-06
1838,Severino,Vallés,24,Hombre,España,50329,2021-01-05
1839,Fátima,Casal,27,Hombre,España,46713,2025-02-28
1840,Conrado,Llanos,62,Mujer,España,34858,2022-10-10
1841,Perla,Tejera,34,Hombre,España,49472,2024-07-16
1842,Amelia,Garriga,43,Hombre,España,46524,2025-07-22
1843,Encarnación,Uría,38,Hombre,España,76387,2021-07-26
1844,Saturnino,Manuel,45,Mujer,España,34539,2025-08-13
1845,Lino,Peñas,79,Hombre,España,48857,2021-09-29
1846,Anacleto,Barral,75,Mujer,España,68362,2025-09-04
1847,Jenny,Mínguez,63,Mujer,España,66671,2021-02-02
1848,Raimundo,Corominas,19,Mujer,España,35364,2024-12-26
1849,Isaac,Galvez,77,Hombre,España,30449,2023-04-17
1850,Vicente,Gomila,71,Hombre,España,50830,2025-08-21
1851,Victor,Badía,60,Hombre,España,51078,2021-12-03
1852,Jonatan,Escamilla,18,Mujer,España,67574,2021-07-17
1853,Rita,Torrent,68,Hombre,España,30869,2024-07-13
1854,Primitivo,Pou,70,Mujer,España,68847,2023-05-16
1855,Conrado,Martínez,53,Hombre,España,70075,2021-03-08
1856,Itziar,Cuervo,68,Hombre,España,58140,2021-03-29
1857,Quirino,Almeida,43,Hombre,España,33659,2024-03-31
1858,Candelas,Poza,46,Hombre,España,66370,2025-09-02
1859,Valeria,Nebot,38,Mujer,España,71352,2025-04-24
1860,Filomena,Rocamora,28,Mujer,España,44385,2022-07-12
1861,Plinio,Sáenz,57,Mujer,España,73751,2024-02-27
1862,Benjamín,Olivé,28,Mujer,España,49337,2021-11-25
1863,Rómulo,Posada,53,Hombre,España,35131,2022-06-29
1864,Leoncio,Portillo,66,Mujer,España,31358,2023-08-02
1865,Goyo,Bello,76,Mujer,España,55614,2022-10-10
1866,Donato,Álvarez,56,Mujer,España,46771,2023-03-08
1867,Regina,Luna,57,Hombre,España,43603,2025-05-29
1868,Palmira,Lumbreras,52,Mujer,España,46246,2023-02-06
1869,Wálter,Ferrero,71,Mujer,España,47216,2025-02-24
1870,Ciriaco,Prada,51,Hombre,España,71209,2024-07-12
1871,Gloria,Cabanillas,72,Hombre,España,72987,2023-02-11
1872,Ibán,Castro,64,Mujer,España,72488,2024-08-19
1873,Felisa,Morales,41,Mujer,España,50577,2021-02-22
1874,Feliciana,Balaguer,71,Hombre,España,72320,2025-02-06
1875,Edelmira,Mateu,39,Mujer,España,41301,2022-02-26
1876,Alfonso,Seco,22,Hombre,España,39515,2021-10-23
1877,Aureliano,Céspedes,73,Mujer,España,56802,2022-09-19
1878,Miriam,Cervantes,50,Mujer,España,30891,2025-09-11
1879,Nazario,Sala,75,Mujer,España,51972,2025-04-20
1880,Jose Francisco,Tolosa,53,Mujer,España,77853,2024-04-20
1881,Edgardo,Manuel,64,Mujer,España,50932,2023-07-10
1882,Miriam,Coca,37,Hombre,España,34192,2023-02-23
1883,Clara,Gallego,36,Hombre,España,46128,2024-06-26
1884,Hernán,Gibert,52,Mujer,España,52836,2022-05-29
1885,Bruno,Ferrán,69,Mujer,España,54837,2022-01-26
1886,Paula,Agullo,60,Mujer,España,52778,2020-11-23
1887,María Del Carmen,Paredes,34,Hombre,España,73130,2022-03-30
1888,Casandra,Cal,79,Hombre,España,46708,2021-05-16
1889,Hipólito,Coloma,76,Hombre,España,71945,2022-03-25
1890,Delia,Peñas,62,Hombre,España,54232,2022-07-05
1891,Inocencio,Roldán,60,Hombre,España,69412,2024-12-29
1892,Odalis,Diéguez,51,Hombre,España,34782,2022-01-28
1893,Ruth,Barbero,26,Hombre,España,56315,2020-12-08
1894,Joan,Báez,43,Hombre,España,40052,2023-11-14
1895,Nando,Pagès,19,Mujer,España,49521,2023-08-11
1896,María Ángeles,Sáez,70,Hombre,España,33898,2020-10-28
1897,Eusebio,Escobar,26,Hombre,España,47219,2022-08-01
1898,Modesta,Badía,26,Hombre,España,34154,2022-08-31
1899,Valentina,Carpio,57,Hombre,España,65546,2020-10-30
1900,Débora,Villalba,34,Mujer,España,43809,2021-05-01
1901,Abilio,Nevado,18,Hombre,España,55972,2020-12-27
1902,Leonel,Roura,42,Mujer,España,69177,2020-12-19
1903,Rosa María,Comas,78,Mujer,España,42523,2025-06-24
1904,Espiridión,Quintero,60,Mujer,España,67081,2025-03-24
1905,Eladio,Hierro,57,Hombre,España,52030,2024-01-07
1906,Calixta,Aragón,59,Hombre,España,70376,2022-12-05
1907,Josué,Carrera,42,Hombre,España,50105,2023-04-18
1908,Nazaret,Hernando,56,Mujer,España,76485,2024-03-30
1909,Félix,Puente,52,Mujer,España,54295,2024-09-01
1910,Damián,Torres,20,Mujer,España,41864,2022-11-06
1911,Gertrudis,Mate,67,Mujer,España,73982,2021-10-04
1912,Roxana,Duque,54,Hombre,España,42876,2020-11-08
1913,Amancio,Perez,61,Hombre,España,48055,2020-11-03
1914,Eleuterio,Borrás,61,Hombre,España,63684,2025-03-15
1915,Albino,Silva,68,Mujer,España,51972,2025-03-30
1916,Pepito,Piña,47,Mujer,España,55493,2025-09-04
1917,Montserrat,Llopis,55,Hombre,España,39325,2025-08-24
1918,Modesta,Salgado,51,Hombre,España,66775,2021-07-30
1919,Jordán,Pedrero,29,Mujer,España,50373,2021-11-04
1920,Dionisia,Alberdi,36,Hombre,España,66253,2022-12-16
1921,Moisés,Carretero,54,Hombre,España,51181,2021-10-29
1922,Alcides,Carnero,61,Mujer,España,40961,2024-04-08
1923,Félix,Blanch,76,Mujer,España,47705,2020-11-01
1924,Juan Manuel,Carro,76,Mujer,España,74676,2021-01-03
1925,Baldomero,Torrijos,66,Hombre,España,66122,2025-09-28
1926,Edmundo,Vergara,78,Mujer,España,56104,2021-08-06
1927,Manuela,Gomila,34,Hombre,España,43509,2024-01-31
1928,Tadeo,Alvarado,27,Hombre,España,37101,2025-08-22
1929,Begoña,Tena,74,Mujer,España,34743,2022-02-09
1930,Danilo,Llanos,72,Hombre,España,38951,2022-10-24
1931,Marcia,Busquets,66,Mujer,España,37014,2021-12-29
1932,Bernardo,Escrivá,64,Mujer,España,66180,2025-01-07
1933,Alba,Plana,29,Hombre,España,71908,2022-07-12
1934,Vidal,Tomé,79,Hombre,España,73039,2024-09-12
1935,Mayte,Roura,33,Mujer,España,38219,2025-10-06
1936,Porfirio,Martín,41,Mujer,España,37163,2025-05-03
1937,Armida,Casares,36,Mujer,España,32470,2025-09-21
1938,Dorita,Cabezas,25,Mujer,España,73498,2024-09-21
1939,César,Morell,48,Mujer,España,46543,2021-03-11
1940,Vito,Bartolomé,38,Mujer,España,49276,2024-02-12
1941,Anita,Esteban,34,Hombre,España,66881,2020-11-20
1942,Ismael,Ramirez,40,Hombre,España,43414,2025-06-03
1943,Encarnacion,Aller,54,Hombre,España,37749,2023-09-05
1944,Armando,Prada,71,Hombre,España,54182,2023-05-14
1945,Lucía,Torres,33,Mujer,España,41914,2025-06-08
1946,Miguela,Bartolomé,23,Hombre,España,45007,2021-07-06
1947,Violeta,Villena,25,Hombre,España,60951,2025-06-21
1948,Roxana,Casanova,42,Mujer,España,74691,2024-06-06
1949,Genoveva,Galan,35,Hombre,España,62608,2024-11-23
1950,Azahar,Carpio,42,Mujer,España,51383,2023-01-03
1951,Marcial,Escrivá,29,Mujer,España,43042,2024-02-13
1952,Álvaro,Escolano,32,Mujer,España,55412,2022-11-24
1953,Fernanda,Adadia,76,Mujer,España,43181,2021-02-27
1954,Américo,Salvador,43,Mujer,España,74898,2021-03-30
1955,Benjamín,Miralles,58,Hombre,España,33405,2021-01-03
1956,Alejandra,Casado,62,Hombre,España,60868,2025-03-12
1957,Rebeca,Ariza,43,Hombre,España,40862,2023-03-04
1958,Samu,Castells,64,Mujer,España,58688,2022-09-04
1959,Teodosio,Fábregas,49,Hombre,España,78017,2022-12-06
1960,Itziar,Cuéllar,27,Hombre,España,60945,2024-07-05
1961,Cándido,Bonilla,33,Hombre,España,42939,2021-10-27
1962,Amor,Jerez,24,Hombre,España,76735,2021-08-20
1963,Leticia,Arana,34,Mujer,España,58931,2022-11-22
1964,Virginia,Blazquez,40,Hombre,España,68616,2024-08-08
1965,Vicente,Casanovas,43,Mujer,España,69585,2021-07-07
1966,Candelario,Velasco,38,Mujer,España,68911,2021-08-18
1967,Trini,Martín,39,Hombre,España,77277,2025-04-07
1968,Cecilio,Parra,75,Mujer,España,72826,2021-07-15
1969,Modesto,Duarte,24,Mujer,España,71164,2023-07-10
1970,Ema,Rocha,31,Mujer,España,52942,2021-08-07
1971,Eusebio,Abad,32,Mujer,España,74539,2025-07-15
1972,Blas,Hurtado,70,Mujer,España,35272,2023-12-15
1973,Edmundo,Mas,24,Mujer,España,74134,2023-01-07
1974,Leonardo,Arteaga,26,Mujer,España,54265,2023-08-14
1975,Etelvina,Vives,68,Hombre,España,78192,2025-01-28
1976,Evita,Marcos,65,Hombre,España,58668,2022-01-06
1977,Delfina,Salgado,25,Mujer,España,76196,2025-09-09
1978,Carlota,Chaves,67,Mujer,España,46024,2023-06-11
1979,Leticia,Trujillo,76,Hombre,España,61899,2022-02-02
1980,Moreno,Milla,40,Hombre,España,33747,2020-12-19
1981,Rico,Yáñez,46,Hombre,España,39297,2022-06-03
1982,Edelmira,Ortuño,35,Hombre,España,31607,2023-01-09
1983,Bernarda,Vicens,48,Mujer,España,51458,2020-11-30
1984,Macario,Gallego,47,Mujer,España,57973,2021-05-24
1985,Wilfredo,Cabeza,69,Hombre,España,53117,2023-11-25
1986,Anselma,Arribas,56,Hombre,España,46450,2022-07-18
1987,Elodia,Gálvez,52,Hombre,España,45535,2023-07-27
1988,Tito,Arco,35,Hombre,España,59355,2022-11-06
1989,Conrado,Fabra,76,Mujer,España,37645,2023-03-05
1990,Nadia,Cifuentes,59,Hombre,España,72238,2024-04-28
1991,Judith,Marí,56,Hombre,España,34158,2024-04-23
1992,Darío,Garrido,34,Hombre,España,71773,2021-01-25
1993,Reyna,Cañete,31,Mujer,España,46786,2024-08-11
1994,Fátima,Garzón,48,Mujer,España,70693,2023-07-20
1995,Florina,Palomar,41,Mujer,España,60911,2024-01-02
1996,Saturnina,Lobato,52,Hombre,España,56578,2025-09-13
1997,María José,Castells,61,Hombre,España,76408,2022-12-10
1998,Carmen,Roca,77,Hombre,España,34166,2023-03-23
1999,Lorena,Benavente,62,Mujer,España,49309,2025-10-06
2000,Rosenda,Jara,51,Mujer,España,45076,2023-02-20
2001,Ildefonso,Juliá,20,Hombre,España,49377,2024-04-02
2002,Tito,Pizarro,54,Hombre,España,39278,2024-06-26
2003,Vito,Cárdenas,60,Mujer,España,63539,2024-07-27
2004,Susanita,Páez,57,Hombre,España,41440,2022-01-27
2005,Javier,Sastre,43,Hombre,España,56245,2021-04-08
2006,Severiano,Blanco,72,Hombre,España,52097,2021-08-16
2007,Norberto,Izquierdo,40,Mujer,España,38167,2021-04-23
2008,Pastora,Roig,61,Hombre,España,31556,2025-06-30
2009,Wilfredo,Clemente,56,Hombre,España,73918,2021-12-26
2010,Sabas,Frías,32,Hombre,España,31151,2023-01-31
2011,Severo,Bejarano,73,Hombre,España,51698,2020-12-12
2012,Luna,Leon,66,Mujer,España,47601,2021-12-30
2013,Claudio,Fernández,21,Mujer,España,56807,2025-05-25
2014,Matías,Perales,46,Mujer,España,75302,2021-08-04
2015,Teófilo,Vidal,39,Hombre,España,50328,2025-02-15
2016,Matías,Céspedes,42,Mujer,España,38039,2022-02-08
2017,Graciela,Rivas,30,Hombre,España,77427,2021-12-26
2018,José Mari,Corral,35,Mujer,España,36303,2022-09-15
2019,Reinaldo,Molina,50,Hombre,España,49053,2025-03-06
2020,Ezequiel,Roura,33,Mujer,España,61644,2024-08-11
2021,Jacinta,Pinilla,62,Mujer,España,65745,2023-04-09
2022,Águeda,Amo,59,Mujer,España,75309,2020-10-27
2023,Ainoa,Huertas,61,Hombre,España,50762,2022-01-30
2024,Bonifacio,Berenguer,79,Hombre,España,53611,2024-02-21
2025,Ciriaco,León,19,Hombre,España,30422,2022-01-04
2026,Paz,Casanovas,72,Mujer,España,61275,2021-02-05
2027,Che,Canet,52,Hombre,España,56597,2025-04-30
2028,Ciro,Ramírez,59,Hombre,España,41985,2023-10-06
2029,Toni,Batalla,51,Hombre,España,58707,2025-01-26
2030,Clemente,Mur,47,Hombre,España,79242,2021-05-29
2031,Marcela,Borrell,76,Hombre,España,33372,2025-01-14
2032,Mamen,Parejo,72,Hombre,España,46083,2023-01-16
2033,Ramón,Múgica,30,Mujer,España,64710,2023-07-29
2034,Octavia,Llano,30,Mujer,España,55816,2021-12-20
2035,Eladio,Coll,35,Hombre,España,39950,2024-10-15
2036,Cayetana,Gonzalez,49,Mujer,España,79050,2022-09-30
2037,Benito,Llanos,49,Mujer,España,79249,2023-11-11
2038,Delia,Agustín,52,Hombre,España,64247,2022-06-14
2039,Chita,Cabañas,76,Hombre,España,34626,2024-04-24
2040,Chita,Pi,56,Mujer,España,56408,2023-06-19
2041,Narciso,Girón,63,Hombre,España,40777,2022-03-04
2042,Herminia,Pinedo,69,Mujer,España,35147,2022-09-14
2043,Donato,Calzada,46,Mujer,España,35443,2023-09-29
2044,Segismundo,Casal,79,Mujer,España,30079,2024-09-04
2045,Paulino,Echevarría,66,Hombre,España,61282,2020-12-17
2046,Samanta,Zurita,46,Mujer,España,68345,2020-11-19
2047,Graciela,Medina,79,Hombre,España,42901,2023-04-27
2048,Maricela,Tovar,70,Hombre,España,32223,2021-07-21
2049,Teo,Bustos,61,Hombre,España,65337,2022-03-03
2050,Rufina,Ángel,74,Hombre,España,72732,2021-08-14
2051,Yolanda,Oller,33,Hombre,España,43768,2025-07-29
2052,Lorena,Luján,73,Mujer,España,47507,2021-12-31
2053,Aurelio,Linares,61,Hombre,España,46249,2025-07-03
2054,Lucio,Cabeza,64,Hombre,España,65391,2023-08-21
2055,Eli,Asensio,74,Hombre,España,64171,2021-09-22
2056,Mateo,Donaire,27,Hombre,España,79483,2025-06-25
2057,Pastor,Monreal,47,Hombre,España,37485,2021-10-20
2058,Cristóbal,Porras,42,Mujer,España,74568,2024-05-16
2059,Crescencia,Escrivá,56,Hombre,España,79891,2021-05-27
2060,Anunciación,Ochoa,37,Hombre,España,59784,2022-04-25
2061,Ibán,Quevedo,22,Mujer,España,75566,2023-08-07
2062,Fabián,Tapia,18,Hombre,España,54617,2023-10-03
2063,Gala,Castell,47,Mujer,España,67748,2025-08-12
2064,Alma,Jove,66,Mujer,España,33878,2020-12-18
2065,Jacobo,Agustí,20,Mujer,España,31949,2023-04-03
2066,Rebeca,Vilanova,62,Mujer,España,49844,2024-03-12
2067,Cándido,Cortés,31,Hombre,España,50881,2021-10-14
2068,Pancho,Cases,73,Hombre,España,51614,2021-01-30
2069,Ramona,Clavero,47,Mujer,España,53828,2021-04-30
2070,Cayetana,Pinedo,67,Mujer,España,39958,2024-10-06
2071,Quirino,Lastra,21,Hombre,España,38697,2022-04-14
2072,Darío,Baena,35,Mujer,España,51624,2022-09-04
2073,María Belén,Pellicer,79,Mujer,España,45493,2021-04-14
2074,León,Ibañez,54,Mujer,España,72801,2023-01-23
2075,Consuela,Ripoll,42,Hombre,España,51199,2024-06-09
2076,Jaime,Seco,65,Mujer,España,72354,2024-04-14
2077,Noemí,España,18,Hombre,España,30256,2021-01-05
2078,Timoteo,Ródenas,70,Hombre,España,64488,2021-04-09
2079,Ramona,Otero,63,Hombre,España,60493,2021-07-15
2080,Chelo,Solís,32,Mujer,España,76009,2021-11-25
2081,María Fernanda,Vallés,26,Mujer,España,79002,2025-08-03
2082,Olivia,Madrid,32,Hombre,España,53731,2022-11-15
2083,Ester,Llorens,66,Hombre,España,37076,2025-04-03
2084,Encarna,Roman,74,Hombre,España,31071,2022-01-12
2085,Imelda,Viñas,41,Mujer,España,64390,2024-09-16
2086,Fernanda,Granados,21,Mujer,España,32066,2021-07-20
2087,Cecilia,Mayoral,29,Hombre,España,55645,2021-01-24
2088,Amancio,Bonet,76,Hombre,España,71410,2021-07-29
2089,Emelina,Mayoral,75,Mujer,España,63665,2022-04-23
2090,Úrsula,Ramos,54,Hombre,España,59412,2022-07-08
2091,Gema,Milla,78,Mujer,España,61835,2021-11-23
2092,Paula,Bosch,54,Mujer,España,71041,2025-08-23
2093,Joaquina,Bernad,60,Hombre,España,68549,2024-06-12
2094,Juanito,Benítez,77,Hombre,España,76390,2021-05-25
2095,Ambrosio,Heredia,23,Mujer,España,76052,2023-10-19
2096,Geraldo,Bueno,56,Mujer,España,73167,2021-07-29
2097,Leandro,Dalmau,73,Mujer,España,56578,2021-11-16
2098,Julia,Barceló,63,Mujer,España,39883,2021-01-23
2099,María Belén,Blazquez,41,Mujer,España,72139,2023-01-23
2100,Martin,Macias,28,Hombre,España,52217,2025-05-04
2101,África,Ureña,79,Mujer,España,40707,2023-12-30
2102,Norberto,Alarcón,30,Mujer,España,70856,2020-11-28
2103,Pascual,Rodrigo,51,Mujer,España,43140,2025-01-17
2104,Adolfo,Verdugo,42,Hombre,España,79613,2024-06-19
2105,Gerardo,Cerezo,24,Hombre,España,41093,2024-07-07
2106,Ruth,Tena,69,Mujer,España,46500,2023-07-31
2107,Eric,Valenciano,21,Mujer,España,68553,2022-09-21
2108,Clarisa,Villa,76,Hombre,España,36507,2023-01-05
2109,Gema,Casanovas,25,Hombre,España,62586,2023-06-20
2110,Salvador,Ramirez,37,Hombre,España,35830,2024-01-23
2111,Buenaventura,Alcalá,46,Hombre,España,60608,2021-03-15
2112,Erasmo,Falcón,71,Mujer,España,67329,2023-05-31
2113,Manu,Aguilar,70,Hombre,España,77287,2022-04-29
2114,Evita,Rodríguez,68,Mujer,España,54511,2022-01-15
2115,Américo,Ochoa,62,Mujer,España,63427,2024-07-21
2116,Ciriaco,Hidalgo,63,Hombre,España,48506,2024-05-17
2117,Margarita,Álvarez,27,Hombre,España,58395,2022-09-03
2118,Bernarda,Arnal,60,Hombre,España,74303,2023-05-13
2119,Ildefonso,Sanabria,51,Hombre,España,76770,2024-01-26
2120,Renato,Domingo,74,Mujer,España,57126,2021-01-10
2121,Simón,Zabaleta,43,Mujer,España,59466,2021-09-21
2122,Wilfredo,Gomila,58,Mujer,España,47970,2021-07-24
2123,Néstor,Díez,66,Hombre,España,34682,2023-08-24
2124,Fausto,Benavides,75,Mujer,España,78470,2022-10-29
2125,Rafael,Pedraza,20,Hombre,España,40939,2020-11-14
2126,Mateo,Cañellas,73,Mujer,España,38826,2023-12-04
2127,Lorena,Vilaplana,23,Hombre,España,53371,2025-01-22
2128,Moreno,Osuna,22,Mujer,España,59946,2022-07-22
2129,Maxi,Azcona,22,Mujer,España,54359,2023-06-11
2130,Clementina,Rocamora,71,Hombre,España,49266,2024-12-30
2131,Débora,Valbuena,64,Mujer,España,68017,2022-01-29
2132,Cesar,Pinilla,40,Mujer,España,49195,2023-01-08
2133,Sol,Donaire,66,Hombre,España,75413,2022-10-23
2134,Baldomero,Perea,26,Hombre,España,57315,2023-10-15
2135,Fabricio,Carbajo,52,Hombre,España,48268,2025-07-24
2136,Fausto,Neira,37,Hombre,España,39710,2024-05-26
2137,Marisela,Iborra,75,Hombre,España,71581,2021-07-09
2138,Esmeralda,Carranza,66,Mujer,España,75537,2024-12-28
2139,Augusto,Manrique,78,Hombre,España,44161,2024-04-19
2140,Ileana,Martínez,76,Mujer,España,61821,2025-05-12
2141,Ceferino,Tomas,59,Mujer,España,39729,2022-04-02
2142,Lalo,Marin,52,Hombre,España,78448,2022-03-14
2143,Venceslás,Landa,67,Mujer,España,78915,2023-07-08
2144,Gisela,Garcés,35,Mujer,España,56913,2021-09-04
2145,Teobaldo,Abril,79,Hombre,España,52184,2021-11-20
2146,Amalia,Prada,34,Mujer,España,53279,2024-09-18
2147,Elvira,Gelabert,41,Hombre,España,56570,2022-05-16
2148,Vasco,Mayol,20,Hombre,España,73030,2024-03-01
2149,Severino,Villalba,49,Hombre,España,65133,2024-08-31
2150,Leandro,Aranda,52,Mujer,España,43195,2020-11-04
2151,Ildefonso,Sierra,55,Mujer,España,73805,2025-02-22
2152,Marisol,Torrents,30,Mujer,España,73998,2024-02-23
2153,Ariel,Barceló,73,Mujer,España,47238,2024-05-15
2154,Danilo,Pagès,78,Hombre,España,45552,2024-02-09
2155,Onofre,Aguado,64,Mujer,España,32728,2023-10-19
2156,Tito,Seguí,42,Hombre,España,78245,2024-03-20
2157,Dan,Moya,26,Mujer,España,53557,2022-02-10
2158,Loreto,Martín,21,Mujer,España,34938,2021-12-01
2159,Irene,Otero,31,Mujer,España,61202,2023-02-28
2160,Irene,Campo,54,Mujer,España,30131,2021-06-18
2161,Dorita,Adadia,51,Mujer,España,55692,2024-07-28
2162,Amanda,Olmo,28,Hombre,España,49977,2024-04-16
2163,Belen,Estrada,58,Mujer,España,63061,2025-06-15
2164,Guadalupe,Quesada,73,Mujer,España,57264,2024-07-28
2165,Mario,Pacheco,20,Mujer,España,55575,2025-02-26
2166,Artemio,Agullo,76,Mujer,España,44727,2023-02-08
2167,Isidro,Cadenas,45,Hombre,España,40488,2023-04-23
2168,Ruperto,Rosa,46,Mujer,España,50069,2024-11-02
2169,Elena,Téllez,26,Hombre,España,54400,2024-10-14
2170,Bartolomé,Figueroa,20,Mujer,España,54146,2021-07-01
2171,Adrián,Blazquez,42,Hombre,España,36846,2022-03-03
2172,Hernando,Ángel,51,Hombre,España,70352,2025-09-24
2173,Marcial,Vilar,29,Hombre,España,53694,2021-04-28
2174,Héctor,Corral,59,Hombre,España,51740,2022-07-31
2175,María Fernanda,Reig,26,Hombre,España,79438,2023-11-21
2176,Emigdio,Casals,32,Mujer,España,60996,2020-12-09
2177,María Cristina,Torrent,57,Hombre,España,62125,2021-02-14
2178,José Mari,Aguilar,42,Mujer,España,71409,2024-04-28
2179,Luis Miguel,Cortés,22,Hombre,España,74200,2021-09-27
2180,Nacio,Ibáñez,28,Hombre,España,52970,2025-02-25
2181,Dimas,Gonzalo,76,Mujer,España,40895,2023-05-24
2182,Adrián,Sosa,51,Hombre,España,68071,2025-01-26
2183,Anastasia,Prats,41,Hombre,España,52258,2025-08-16
2184,Margarita,Perelló,77,Hombre,España,53354,2024-12-03
2185,Tito,Martínez,32,Hombre,España,60641,2023-05-18
2186,Gabino,Pastor,55,Mujer,España,38444,2022-01-19
2187,Efraín,Romero,25,Hombre,España,39611,2021-11-18
2188,Ricardo,Esparza,76,Hombre,España,40528,2022-10-25
2189,Berta,Leon,22,Mujer,España,30999,2023-06-24
2190,Juliana,Camps,65,Mujer,España,33760,2023-02-15
2191,Jeremías,Ródenas,43,Hombre,España,66884,2022-08-05
2192,Angelita,Saavedra,35,Hombre,España,67179,2023-06-06
2193,Celia,Cáceres,23,Mujer,España,51941,2021-04-08
2194,Perla,Chaves,54,Hombre,España,56022,2023-06-05
2195,Guiomar,Otero,77,Mujer,España,73130,2024-05-18
2196,Noelia,Roura,65,Hombre,España,73881,2024-01-12
2197,Paulino,Adán,30,Mujer,España,66451,2025-06-21
2198,Calixto,Palomar,45,Mujer,España,56521,2022-02-09
2199,Régulo,Fiol,22,Mujer,España,77750,2021-10-02
2200,Rosalva,Cano,30,Hombre,España,59639,2022-02-04
2201,Manuela,Falcó,34,Hombre,España,64621,2021-07-20
2202,Aristides,López,67,Hombre,España,61449,2023-09-03
2203,Tristán,Arjona,57,Hombre,España,43079,2024-06-29
2204,Alejo,Cañellas,62,Mujer,España,36895,2022-12-18
2205,Ángel,Prat,49,Mujer,España,57979,2023-11-04
2206,África,Robledo,79,Mujer,España,75703,2022-03-16
2207,Casemiro,Muñoz,46,Hombre,España,42552,2023-11-06
2208,Rosalva,Angulo,68,Hombre,España,57394,2022-12-30
2209,Matías,Cueto,75,Hombre,España,78821,2025-09-13
2210,Coral,Flor,20,Mujer,España,62276,2022-04-11
2211,Timoteo,Tello,73,Hombre,España,63630,2020-12-16
2212,Consuela,Larrañaga,57,Hombre,España,34527,2024-03-18
2213,Sandalio,Carrera,51,Mujer,España,42247,2023-03-01
2214,Leire,Robledo,57,Mujer,España,47603,2023-03-22
2215,Felicidad,Torrijos,44,Hombre,España,66563,2021-07-24
2216,Silvestre,Valbuena,30,Mujer,España,75564,2021-11-12
2217,Luis Miguel,Castejón,62,Hombre,España,75502,2021-09-03
2218,Darío,Morcillo,50,Mujer,España,30527,2025-01-02
2219,Sandalio,Pulido,23,Mujer,España,32922,2022-06-23
2220,Alfonso,Valls,41,Mujer,España,35849,2025-06-18
2221,Moreno,Porcel,36,Hombre,España,60300,2025-06-30
2222,Francisco Javier,Catalá,33,Hombre,España,57780,2021-06-30
